DURATION
8
16
9
9
9
8
9
8
8
9
8
8
17
9
8
8
17
9
8
8
8
8
8
8
17
9
16
7
8
8
8
8
8
8
8
67
116
75
7
8
3
3
1
1
0
0
0
1
0
1
0
1
1
0
0
1
0
0
1
0
0
1
0
1
0
0
1
0
0
0
1
0
0
1
0
1
0
8
1
0
9
9
9
9
9
8
8
8
8
17
8
16
8
33
8
8
8
8
8
50
8
17
8
8
8
8
8
8
8
8
9
8
9
8
8
8
9
16
8
25
9
23
24
8
9
8
8
13
21
8
8
9
25
8
17
9
8
8
8
9
8
8
7
8
9
8
8
8
7
7
8
9
8
8
17
7
9
9
8
9
8
8
9
17
9
17
25
75
8
9
25
7
8
25
8
101
17
8
9
