DURATION
15
32
8
8
8
8
25
9
8
9
8
8
8
25
25
25
24
8
16
8
8
25
7
9
25
7
9
16
25
15
8
8
8
8
8
8
9
9
8
8
8
8
7
8
8
8
8
17
8
8
7
8
8
0
1
0
0
1
25
0
26
1
1
0
25
0
0
0
1
0
1
7
1
0
0
1
0
1
0
1
1
0
0
0
1
1
0
0
0
0
0
1
7
1
0
0
1
0
1
0
1
0
1
1
1
20
8
9
8
8
8
32
8
8
25
25
9
25
25
8
25
8
25
25
8
8
9
8
8
8
8
8
8
8
9
8
8
17
8
12
16
8
25
8
9
7
8
9
8
8
8
9
8
25
9
32
9
8
9
8
16
23
25
25
8
8
8
8
9
8
8
17
67
9
8
8
9
8
8
8
8
