DURATION
17
16
8
17
9
8
9
25
8
8
8
37
19
12
13
12
10
4
12
6
10
11
6
4
3
7
11
13
4
6
2
21
6
4
3
4
79
14
78
161
97
11
13
13
15
10
5
6
7
5
3
11
10
3
3
11
13
2
4
9
4
6
13
10
11
29
11
10
11
11
3
14
6
10
13
8
17
6
10
5
11
20
11
3
19
7
11
4
12
21
11
7
7
402
175
86
2
3
11
20
47
77
88
5
5
70
5
30
88
11
13
58
61
57
8
15
3
3
12
27
2
6
10
3
10
21
16
4
10
13
68
79
5
3
5
5
11
21
3
11
5
24
548
14
11
3
7
12
77
88
13
3
14
3
11
31
11
11
3
10
20
3
9
17
21
4
6
21
10
4
27
4
11
5
12
10
11
3
32
11
13
12
5
11
9
11
10
22
11
3
2
21
3
4
729
653
213
36
11
13
70
11
11
13
20
12
2
11
13
21
3
2
12
12
11
11
7
11
3
14
3
3
11
64
11
11
14
11
4
3
118
5
16
29
13
14
5
11
6
3
5
4
4
11
15
11
11
10
4
9
2
159
33
5
10
13
10
11
11
11
13
70
17
12
72
4
11
3
12
19
13
20
11
10
11
20
12
3
5
4
3
12
3
10
15
4
5
6
4
3
4
3
8
3
5
12
11
11
19
411
465
129
11
5
12
2
11
10
5
20
11
7
3
10
5
12
38
11
7
11
4
10
11
13
12
69
44
6
16
13
6
14
5
4
5
28
10
12
24
12
13
11
4
3
4
13
331
572
8
2
3
70
5
11
4
69
77
85
63
31
4
10
10
13
21
4
11
5
10
3
12
13
5
3
11
12
3
13
11
3
3
12
11
11
29
13
23
3
3
11
44
13
15
7
215
213
125
21
3
3
7
20
7
10
13
10
12
16
13
3
3
8
12
10
5
3
11
11
4
11
15
7
11
13
4
5
3
11
3
8
13
3
11
14
4
12
2
11
11
6
212
351
265
10
11
8
11
11
14
3
2
7
6
11
11
12
10
2
11
10
16
4
3
10
5
11
6
6
19
77
44
71
71
44
52
6
84
52
11
10
12
5
12
7
4
5
11
12
2
5
7
3
14
11
12
12
12
11
3
13
11
3
12
10
5
10
14
526
9
38
28
4
5
13
12
3
4
22
3
10
16
4
14
9
3
11
10
12
11
321
3
15
10
4
7
10
3
5
12
3
10
21
12
11
10
11
13
2
15
11
14
8
3
11
28
2
11
11
561
10
3
78
10
5
11
12
12
11
3
11
3
7
12
3
7
3
6
28
5
10
11
13
3
10
22
10
2
11
11
12
11
15
11
4
12
4
7
2
11
21
10
4
3
10
11
12
10
6
7
3
10
8
15
2
214
11
7
7
10
8
6
3
10
3
11
3
11
3
10
38
3
8
2
11
31
45
9
12
10
6
3
45
19
47
10
5
12
21
3
11
13
13
11
10
6
6
11
9
3
4
11
538
519
3
3
2
10
4
12
12
3
10
4
226
182
221
6
13
4
21
19
10
11
3
4
9
13
4
5
11
3
3
5
3
3
5
11
13
2
10
2
10
7
12
3
11
20
14
11
11
4
8
2
3
3
4
7
2
3
11
10
12
13
3
12
3
12
11
2
4
11
10
4
7
13
11
4
745
187
18
10
11
12
20
4
8
10
6
7
11
3
12
37
11
11
11
13
3
11
3
11
19
4
11
4
11
11
10
2
13
7
69
4
9
11
10
13
29
10
19
12
12
11
10
10
11
3
4
6
11
10
12
256
159
181
3
10
20
12
33
10
11
11
11
11
21
12
11
11
3
11
14
19
11
10
4
63
72
102
6
5
2
12
3
10
3
11
22
11
3
2
16
30
53
11
3
3
2
11
60
183
5
10
11
3
11
3
98
10
36
679
7
7
5
5
46
11
11
10
11
3
4
11
11
69
11
15
13
6
3
7
7
3
7
3
13
11
14
78
78
22
13
3
2
2
11
13
11
14
3
3
12
4
77
729
615
7
53
14
18
27
78
77
80
5
15
5
69
5
15
10
11
10
10
4
10
11
13
11
5
13
69
39
3
4
11
3
12
20
3
4
5
11
11
29
5
10
20
3
20
10
11
10
11
45
11
10
29
33
11
8
11
4
13
11
11
61
60
5
12
3
11
10
10
12
12
20
27
11
11
13
4
3
10
7
4
3
11
11
12
14
4
11
11
28
47
20
11
3
10
3
11
4
3
3
5
11
7
204
260
11
7
9
11
11
13
2
11
5
4
12
11
6
10
11
5
12
62
11
11
22
12
42
8
7
2
3
11
4
11
16
3
12
3
5
17
70
14
71
63
2
3
11
7
9
6
10
27
11
11
13
16
10
10
6
525
256
12
5
162
11
4
11
5
7
6
3
5
11
3
7
11
11
13
72
22
11
12
104
77
21
3
10
11
17
13
20
11
43
69
11
13
3
3
4
11
38
28
3
11
35
13
4
11
5
6
29
69
11
3
4
3
10
11
25
2
36
6
5
6
12
2
13
6
10
13
4
3
11
47
12
63
6
3
6
12
12
12
11
11
3
13
4
4
12
10
3
5
10
845
19
11
6
97
205
235
1350
1407
14
10
18
11
79
10
12
38
11
22
63
71
35
58
13
15
10
6
21
44
6
52
36
11
3
4
13
4
3
10
13
11
5
25
3
38
11
10
21
11
139
13
5
131
122
321
4
11
12
3
13
3
11
3
11
4
10
10
11
10
5
11
6
11
11
12
44
2
5
11
14
6
11
14
12
11
5
19
21
19
69
11
11
11
10
20
6
10
21
8
14
8
5
10
12
7
10
11
3
7
550
507
149
293
14
3
11
10
4
10
11
10
10
4
10
5
13
6
5
4
11
66
76
82
11
10
3
3
10
4
11
10
3
11
2
4
44
33
5
3
19
22
88
63
11
5
3
8
4883
4903
4
6
8
12
2
11
11
4
2
4
244
244
10
11
11
7
47
19
5
17
109
76
21
69
10
11
11
14
19
13
89
44
3
71
79
4
9
6
10
3
10
11
4
11
13
11
11
7
3
10
4
11
53
57
2
4
22
4
3
11
31
13
3
5
2077
20
28
2
11
10
7
8
11
13
7
2
12
6
11
3
12
12
3
11
10
4
6
21
12
69
11
23
10
12
12
12
