DURATION
21
30
41
34
8
8
8
16
33
9
8
8
9
8
9
9
9
8
25
33
25
32
9
81
8
8
8
9
8
23
8
25
8
9
8
25
8
9
25
9
8
8
8
8
16
9
8
17
9
8
8
9
8
8
0
1
1
0
0
1
0
25
0
0
1
0
1
0
0
1
1
1
0
1
1
1
1
0
0
1
0
1
0
1
0
0
0
0
9
33
7
8
8
9
9
41
8
8
9
8
8
25
25
25
9
8
7
8
8
8
8
11
9
8
15
7
16
16
7
9
8
8
8
8
9
8
9
9
8
9
33
9
8
8
8
8
9
40
9
8
34
8
8
8
8
8
8
8
8
8
25
25
8
28
25
9
9
8
9
8
8
8
8
24
8
8
25
7
8
8
25
9
8
8
8
7
8
8
8
8
