MIGRATING
11
21
77
8
3
148
27
6
48
56
69
79
5
3
5
11
11
11
3
81
3
5
11
14
3
5
11
12
14
7
15
11
10
12
6
56
13
69
68
7
27
158
5
69
69
147
144
79
5
20
11
11
53
88
56
5
11
11
13
11
12
16
10
5
13
3
11
13
11
3
6
6
3
11
13
10
10
11
4
6
3
10
3
10
3
11
13
27
3
12
19
5
11
13
5
11
3
3
13
12
10
140
221
708
19
4
5
12
12
11
11
3
13
2
3
3
10
11
18
22
5
12
11
11
69
22
10
7
13
13
2
25
71
3
11
4
5
15
22
21
5
12
3
12
3
11
13
3
11
12
14
6
4
21
11
19
8
54
29
109
11
6
3
11
10
19
3
3
7
9
13
11
3
3
5
11
12
7
11
5
12
21
20
11
5
80
11
3
6
3
11
3
70
13
10
10
3
21
354
429
1055
3
11
16
10
11
6
5
3
5
5
11
4
10
11
3
22
5
6
4
13
12
21
3
11
11
11
5
5
6
2
6
3
10
11
13
12
11
3
11
2
4
11
12
30
4
7
3
13
11
4
11
2
11
33
414
3
3
10
5
19
63
14
5
12
11
5
7
5
5
5
11
19
11
6
7
11
12
5
3
11
5
14
5
11
12
11
5
8
3
5
13
11
3
3
13
12
134
12
61
11
19
3
2
55
4
918
187
219
4
10
12
10
12
3
10
35
5
4
10
3
3
10
10
10
3
13
3
5
5
4
45
52
10
10
2
13
3
4
6
2
11
11
8
11
22
4
11
12
2
5
5
8
11
11
13
3
8
10
12
3
3
28
6
12
267
770
202
12
3
11
5
13
22
4
3
11
13
6
11
2
3
25
12
4
10
4
3
11
4
12
3
11
11
11
5
11
16
11
3
13
12
14
11
15
2
10
5
10
19
4
61
38
14
10
11
12
4
13
6
12
3
13
11
34
201
2367
4
4
12
6
3
7
11
4
3
10
11
4
11
10
2
11
11
3
10
39
11
10
10
6
4
10
11
13
4
69
11
11
11
3
18
11
3
69
10
5
3
10
3
11
4
4
5
11
5
3
12
11
12
7
11
2
5
5
13
11
1202
229
368
12
9
8
14
5
3
4
8
11
6
8
10
4
3
6
11
11
2
10
11
4
11
5
10
4
7
15
12
11
3
5
5
71
69
38
19
10
10
10
5
5
12
11
12
5
13
9
12
11
11
27
3
11
921
247
318
353
259
14
11
4
3
3
11
81
69
70
47
14
11
3
3
11
4
6
19
8
11
11
11
2
11
38
3
11
11
3
11
11
11
3
11
5
8
11
12
13
7
102
3
10
4
11
14
15
982
11
11
14
2
5
10
11
13
4
3
69
19
5
11
6
22
5
19
12
55
70
14
13
12
11
3
10
11
10
11
12
7
12
3
12
3
21
3
11
14
3
3
19
12
3
5
3
2
3
12
16
8
2
2
21
36
4
3
3
930
354
21
12
4
6
5
19
12
11
5
15
5
5
10
7
3
9
11
10
11
5
11
3
14
8
3
113
148
10
21
11
4
23
69
47
4
13
3
6
3
3
3
11
5
11
11
12
10
11
6
1310
256
36
5
6
3
7
6
86
5
12
11
11
11
4
11
6
10
12
13
11
5
11
11
3
8
12
938
940
3
3
11
27
12
5
4
3
12
3
563
14
10
11
4
3
3
4
7
13
19
21
11
11
11
7
10
8
11
10
5
53
10
14
2
3
28
11
11
13
5
3
3
21
13
11
4
21
3
4
4
11
12
13
3
4
11
4
5
2
3
12
12
11
11
74
4
9
10
11
28
11
3
5
4
15
10
52
19
6
13
2
11
13
12
2
28
37
86
10
3
11
3
3
11
5
12
11
10
11
21
3
19
15
5
4
13
16
4
4
6
13
12
3589
4
3
12
12
3
6
12
89
20
5
11
3
3
3
11
10
2
3
11
30
29
28
11
53
3
14
10
3
13
11
11
11
11
12
10
11
3
11
2
5
12
16
10
19
3
28
40
11
3
6
76
11
13
3
10
12
1070
528
18
6
13
11
7
3
2
112
28
11
11
70
28
12
144
69
3
4
28
35
36
62
11
53
72
36
75
7
3
3
10
5
78
6
7
6
3
4
13
11
3
10
11
29
18
78
4
233
318
79
5
11
2
18
8
69
72
77
36
39
19
9
78
69
11
10
5
10
8
19
11
11
2
18
3
5
12
3
3
10
11
3
12
5
13
38
39
11
3
12
12
5
4
5
4
38
11
463
428
392
10
10
11
13
11
78
7
7
11
3
10
6
3
4
7
22
3
2
3
3
2
11
25
33
6
3
10
11
5
4
4
11
12
132
10
11
11
4
11
4
10
11
3
2
7
11
111
29
445
887
11
2
11
5
3
3
11
10
12
7
10
10
12
10
12
11
19
13
12
4
11
11
9
11
11
5
53
52
4
2
11
4
4
4
11
11
12
3
3
11
11
11
69
9
3
4
26
53
47
80
43
11
12
29
12
78
38
28
11
126
69
36
3
49
23
13
5
8
3
3
3
3
12
7
3
10
11
3
11
12
2
155
11
28
11
13
11
5
12
61
398
8
10
5
11
3
113
11
19
5
10
2
4
4
11
4
10
12
20
46
44
69
21
37
77
88
12
11
3
3
11
11
3
73
187
5
77
14
11
5
11
11
1290
8
2
12
2
55
21
3
13
21
3
21
3
45
3
3
11
6
14
10
3
20
19
69
63
6
11
3
11
7
12
5
18
11
4
11
13
12
6
11
11
7
10
2
3
9
6
3
4
11
34
3
11
12
5
30
11
10
11
12
3
2
13
5
12
13
4
3
3
5
3
6
13
6
3
12
5
3
2
4
3
5
3
43
41
13
11
11
13
2
13
39
14
11
28
38
3
10
11
13
4
10
5
5
11
3
11
3
4
3
11
17
69
12
19
790
283
11
5
11
11
5
14
2
11
14
11
2
11
12
12
11
11
11
37
3
11
11
12
3
15
4
11
11
2
13
11
10
10
12
7
3
12
11
5
12
24
60
59
2
11
3
70
5
421
498
3
7
3
3
11
8
14
3
13
3
11
59
11
11
5
11
10
8
8
9
9
8
8
9
8
8
8
8
8
9
8
24
9
8
8
8
8
9
8
8
17
8
17
8
8
9
8
17
8
9
8
8
8
8
9
8
8
9
8
8
9
8
8
17
9
8
7
7
8
9
8
8
9
9
9
8
8
9
8
9
8
25
8
9
50
8
8
1
1
1
0
0
0
0
1
0
0
1
1
1
0
1
0
1
0
1
0
1
1
0
1
1
0
0
0
1
1
1
0
0
0
1
0
1
1
0
0
0
6575
0
67
0
1
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
1
0
1
3
1
0
0
0
1
0
0
1
0
13
1
0
1
1
0
1
0
0
1
1
11
0
0
261
169
0
0
0
0
1
0
0
85
1
0
1
0
0
0
0
0
0
1
0
0
0
0
1
1
0
0
0
1
0
1
0
0
12
0
5
1
0
0
0
0
1
0
0
0
0
0
0
1
0
0
1
288
1
81
0
0
1
1
1
19
6
11
1
9
0
36
3
0
0
1
4
1
0
0
10
12
13
11
4
11
0
0
0
1
1
0
1
0
1
0
1
9
1
1
0
0
0
1
3
0
606
3
1
0
1
0
0
1
0
2
1
0
0
0
0
0
0
0
0
0
1
0
0
1
0
0
1
0
0
0
0
0
1
0
1
132
11
0
0
0
0
0
0
1
0
0
1
3
0
1
4
0
0
180
0
0
0
0
0
0
1
0
1
0
0
0
1
0
0
0
1
0
0
0
0
1
0
1
0
0
1
13
0
0
1
0
0
1
0
0
0
0
0
0
11
0
1
0
0
0
0
0
0
722
186
0
0
0
1
0
0
0
1
0
0
0
0
0
3
0
10
0
0
0
0
1
0
1
0
1
1
1
0
0
0
0
1
0
1
0
0
0
0
0
1
1
0
0
0
3
53
1
0
1
1
0
1
2
1
0
1
5
0
0
6
1
429
1
0
718
33
1
0
0
0
1
37
0
0
1
3
1
0
0
1
0
0
3
0
0
0
1
0
1
1
0
0
0
12
1
0
0
0
1
0
69
79
62
3
1
105
0
0
0
1
0
3
0
0
0
0
0
0
0
1
0
0
0
0
0
3
0
1
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
1
0
1
0
0
1
0
0
1
0
168
0
0
0
1
0
1
0
0
0
0
1
0
8
0
1
4
1
0
19
0
1
0
1
1
0
5
1
0
0
0
1
0
0
1
1
1
0
0
1
0
1
0
4
0
1
0
0
0
1
0
0
0
0
1
138
161
1
0
0
0
1
37
13
0
0
1
0
1
1
1
0
0
4
0
0
0
0
0
0
1
0
1
1
0
1
0
0
0
1
46
3
2
0
0
1
11
0
1
0
0
1
0
0
1
1
0
39
0
0
0
1
0
0
0
0
1
1
4
0
1
0
0
0
0
0
0
0
0
0
1
1
0
0
4
11
1
1
1
0
1
5
1
1
1
0
1
0
1
0
0
3
0
0
455
0
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
1
0
0
0
1
0
1
1
0
0
0
0
0
0
0
1
0
1
0
1
0
0
0
0
1
0
1
0
1
0
1
0
135
1
0
0
0
6
4
11
0
0
0
1
0
0
1
3
1
0
4
0
0
0
20
0
0
0
0
11
0
0
1
1
0
0
1
0
1
1
0
1
0
9
0
1
0
0
1
0
0
1
0
0
0
146
0
1
0
0
1
0
0
0
1
0
0
23
3
0
2
0
0
1
0
1
0
0
1
1
0
0
4
11
1
0
0
0
1
0
1
1
0
0
1
0
0
0
0
7
1
12
1
0
0
1
0
5
1
0
0
1
0
0
1
0
2
69
0
170
0
159
0
0
1
19
0
1
0
0
1
0
1
0
1
1
0
0
0
0
1
0
0
0
0
0
0
0
1
0
0
0
1
0
1
0
11
0
0
1
0
0
0
0
0
0
0
0
0
1
1
0
3
0
462
140
4
0
0
1
0
0
0
0
0
3
28
28
12
1
0
1
0
0
1
0
0
1
1
0
0
0
1
0
1
0
1
0
4
1
0
0
0
13
0
0
1
1
1
1
0
0
0
425
148
1
1
0
0
0
0
0
1
0
0
1
8
11
3
1
0
0
0
1
0
0
1
0
0
1
0
0
1
0
0
1
0
0
1
0
0
12
11
11
1
0
0
1
1
1
1
0
1
2
1
37
20
70
112
820
18
4
40
0
0
1
1
0
0
1
0
1
1
1
0
1
1
1
0
3
0
0
5
0
0
1
0
0
0
0
1
0
1
0
0
0
1
0
1
4
0
0
0
2
0
1
0
0
0
1
0
829
19
0
0
0
1
0
28
0
0
0
0
0
0
0
4
0
0
0
3
0
0
0
1
1
0
0
0
0
0
1
1
5
1
0
1
0
0
0
0
0
0
1
6
1
0
1
0
0
0
0
1
1
105
11
0
0
0
0
0
0
877
0
0
11
0
1
1
1
0
0
1
0
1
0
1
0
0
1
1
1
0
0
1
0
0
0
1
1
0
0
0
0
0
0
1
0
1
0
1
1
1
1
0
0
0
0
0
0
1
0
0
0
1
0
256
203
0
0
1
1
1
0
1
0
0
1
0
1
0
0
1
1
0
0
0
0
0
0
1
1
0
0
0
1
1
0
0
0
0
0
0
1
0
0
0
1
1
0
1
0
0
1
0
1
1
823
0
0
1
0
0
0
1
1
1
0
1
0
0
44
83
0
0
0
1
0
1
0
0
0
0
2
0
0
1
1
0
1
1
1
1
0
1
1
0
0
1
0
0
0
1
0
0
1
0
0
0
1
1
0
1
0
0
0
1
13
0
1
0
0
4
0
3
1
0
0
0
0
1
0
1
0
0
13
1
1
0
0
1
1
1
1
1
0
1
1
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
1
0
0
1
0
0
1
0
1
4
0
0
0
1
0
1
0
0
0
0
0
11
1
0
1
0
3
3
0
0
0
99
0
0
0
1
0
0
0
1
13
1
0
0
0
1
1
0
1
1
1
1
0
0
0
0
1
0
1
0
1
1
0
1
1
0
0
1
0
17
0
0
0
0
1
0
0
0
0
68
0
0
0
1
0
1
1
1
1
0
1
0
0
1
126
0
0
0
0
0
0
0
0
1
0
0
1
0
0
69
2
11
3
0
0
0
95
5
0
1
0
0
0
0
0
0
0
0
0
1
20
1
0
0
3
0
0
3
0
0
0
0
1
8
0
154
333
110
1
34
0
0
1
0
1
0
0
0
0
1
0
1
1
1
3
14
3
0
1
0
0
1
0
0
11
11
0
0
1
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
1
162
336
1
1
1
1
0
0
0
0
0
1
0
0
1
0
0
0
3
3
12
13
1
0
1
3
0
1
0
0
1
0
0
1
0
0
1
1
0
1
0
1
0
0
1
0
0
0
1
1
0
1
5848
4
1
0
0
0
1
0
0
1
3
1
0
0
0
0
0
0
0
0
0
69
1
20
11
12
0
3
0
0
4
0
0
1
1
0
0
0
0
0
0
1
0
0
3
1
1
1
0
0
1
0
0
1
1
1
811
1
1
0
0
0
1
5
31
45
0
0
0
0
0
1
3
0
2
0
0
9
0
0
1
1
0
0
1
0
1
1
0
0
12
0
1
1
0
0
0
0
1
0
1
1
1
327
0
1
1
0
1
0
0
0
0
3
0
64
40
11
1
93
3
0
0
1
0
0
4
0
1
2
0
1
0
0
5
1
0
0
1
0
11
0
1
1
1
0
1
0
0
1
0
1
3
45
5
0
177
10
69
0
0
0
1
239
1
0
1
0
0
0
0
1
0
0
0
4
1
27
0
1
0
0
1
0
1
1
0
1
1
1
0
0
0
1
0
0
0
1
0
0
0
0
7
0
1
0
0
0
1
1
0
0
0
0
1192
0
0
0
0
0
0
0
4
0
0
0
0
0
1
0
5
0
0
0
1
13
53
0
3
0
1
0
3
0
0
0
0
0
1
0
4
0
93
11
69
0
0
0
1
0
0
0
1
1
3
1
0
0
1
0
0
1707
0
1
0
0
0
3
0
1
0
0
0
0
0
0
0
1
0
0
1
1
1
1
4
0
0
0
1
0
1
0
0
1
0
3
11
1
0
0
0
0
0
1
0
0
1
1
0
0
0
0
0
1
0
0
9
0
162
224
3
28
0
0
1
0
0
1
0
53
0
70
0
32
72
39
89
0
0
34
3
0
0
0
0
0
0
0
0
0
1
0
1
0
1
0
0
0
0
1
0
0
0
0
314
8
0
0
0
1
1
0
55
5
19
1
1
0
1
0
0
0
1
1
0
0
0
1
0
0
0
1
0
0
0
11
0
0
1
0
8
1
0
1
0
1
1
0
0
0
0
459
863
0
1
0
0
13
0
0
1
0
70
64
11
1
0
0
1
27
1
0
0
0
0
0
1
0
3
0
0
0
0
0
1
1
5
1
1
0
0
0
0
0
0
1
0
0
1
0
0
1
1
0
1
0
0
1
3
0
0
0
0
3
1
1
0
0
0
11
1
4
12
0
0
0
63
0
0
4
0
1
0
0
1
1
0
0
1
0
0
39
1
0
0
0
1
0
0
3
3
24
0
0
0
0
0
1
0
1
0
0
2
0
1
0
0
0
11
0
1
0
1
0
1
0
0
0
1
255
0
0
1
3
0
0
1
0
8
0
0
0
1
0
1
0
1
56
0
0
0
1
0
0
0
1
0
0
1
0
0
0
0
0
1
0
21
3
1
0
0
0
0
50
0
0
1
0
1
0
0
1
0
1
0
1
0
16
1
1
1
0
0
0
0
0
1
0
1
0
1
1
1
0
0
0
0
0
1
0
0
1
0
0
0
1
0
0
1
0
0
0
0
1
1
0
0
0
1
1
1
1
0
0
0
0
66
17
17
7
9
9
8
7
9
8
9
10
26
12
10
11
10
11
11
12
11
10
3
10
11
11
10
10
31
13
3
3
5
10
12
3
11
4
13
3
3
11
56
11
14
4
14
5
3
5
14
5
13
7
13
3
128
103
11
37
11
6658
103
67
255
3
11
5
7
11
55
62
25
3
11
11
5
17
11
21
11
3
5
16
11
7
16
11
7
10
25
12
11
6
10
4
69
27
27
12
11
4
3
12
9
5
4
11
12
11
3
23
11
12
11
13
78
28
5
13
5
11
89
10
12
4
4
3
10
4
11
12
12
10
12
11
11
5
11
7
7
11
12
11
10
13
11
11
3
11
11
4
10
13
11
11
5
9
12
7
11
10
13
5
324
244
167
234
20
6
8
37
28
18
6
11
12
14
12
12
4
11
10
11
12
11
10
10
19
3
3
22
11
11
12
3
3
11
4
11
12
6
3
11
11
11
11
14
6
3
12
3
11
8
12
11
3
14
11
30
4
33
12
14
11
11
11
9
11
5
19
7
14
11
10
11
16
11
7
11
10
11
11
21
13
13
11
23
14
11
3
11
10
11
11
13
15
11
2
20
4
11
12
10
11
10
4
17
4
12
11
11
19
10
4
407
142
222
4
13
10
6
11
11
36
12
11
10
3
5
12
16
10
7
5
36
22
13
5
10
4
11
11
11
5
11
4
11
16
11
12
3
11
11
3
11
11
5
12
11
11
12
3
10
15
11
6
13
4
11
19
11
11
11
7
14
5
14
5
3
10
11
4
11
12
13
5
3
11
13
53
22
13
65
7
36
3
3
7
22
16
89
28
286
4
44
45
13
88
71
31
11
10
47
64
52
12
80
11
11
12
12
3
10
69
8
735
241
11
11
3
11
11
13
12
10
12
13
10
12
7
10
11
10
4
12
6
5
10
12
11
51
5
6
19
88
6
10
48
10
71
55
78
4
11
10
15
78
55
10
11
61
62
12
4
3
11
12
22
21
9
675
611
11
11
3
4
7
2
11
5
12
4
10
63
20
69
47
5
11
11
5
7
6
54
11
11
6
23
7
14
9
3
16
11
11
11
5
13
11
11
16
6
11
11
11
13
5
12
21
11
3
13
11
11
5
9
5
4
11
11
94
69
10
3
5
3
21
11
3
14
27
30
10
77
46
5
4
10
11
5
11
11
4
13
12
7
12
11
10
12
20
9
4
10
12
12
3
4
11
5
4
11
448
394
11
20
11
13
18
11
11
11
13
6
12
12
12
20
7
18
11
4
14
12
8
13
3
11
3
11
5
12
11
11
4
72
10
11
12
12
11
69
46
3
11
11
11
71
10
10
11
230
140
15
11
11
13
11
11
11
11
11
7
11
11
20
80
70
13
11
3
11
13
3
11
10
14
69
70
5
4
12
204
11
11
6
11
12
14
13
11
10
10
20
12
13
4
5
15
11
11
69
18
3
15
4
12
11
11
13
402
10
7
13
5
8
12
150
46
36
61
128
12
12
11
2
10
4
46
11
15
11
13
11
5
13
12
11
3
3
3
7
11
3
11
3
38
72
5
10
13
11
3
62
870
194
575
13
4
11
8
13
3
11
11
21
4
12
5
10
11
11
21
5
10
12
21
3
12
10
11
11
11
11
12
11
3
11
3
12
6
3
11
11
12
4
5
11
5
233
186
11
11
3
7
12
974
166
328
19
5
11
9
11
11
24
47
36
10
11
72
4
21
11
12
11
12
15
11
12
13
97
11
4
12
4
12
10
4
11
11
11
3
5
36
10
10
4
13
11
15
36
24
70
557
317
11
9
11
78
11
12
88
10
4
11
4
11
11
11
11
10
5
11
11
4
37
11
22
3
6
13
12
10
4
12
8
10
11
5
11
13
3
4
11
12
10
4
5
11
11
7
12
10
450
11
11
4
8
11
26
12
11
11
69
88
47
27
11
5
21
19
3
11
17
3
11
11
47
11
10
3
11
11
11
11
11
11
11
13
3
7
47
5
4
11
11
69
3
5
76
1421
1403
4
5
11
30
88
206
138
154
11
89
13
10
12
5
12
7
70
95
99
17
11
11
13
3
9
10
8
13
37
11
11
12
13
11
11
13
11
11
4
11
6
11
13
12
4
11
14
36
77
89
5
13
14
12
6
11
77
11
21
10
78
55
3
3
358
197
3
13
40
3
11
6
12
11
11
10
12
12
5
9
11
11
6
4
37
5
5
11
13
21
11
3
19
4
6
3
11
39
12
10
12
10
12
12
10
11
10
13
6
10
12
14
11
5
3
11
13
21
11
11
855
264
209
251
11
11
11
14
12
11
12
13
13
5
63
13
5
16
11
11
12
11
5
10
5
6
19
5
7
11
7
3
3
14
4
11
12
11
14
11
5
8
23
10
12
11
3
11
11
10
11
11
5
7
12
5
310
12
10
3
10
14
11
22
4
11
12
6
11
4
16
11
11
15
11
23
4
11
11
3
4
13
12
5
457
11
5
13
3
11
11
8
5
6
11
11
4
24
13
12
13
3
11
286
444
2820
2858
5
11
12
3
12
11
11
15
11
10
12
12
24
5
12
12
10
4
10
7
6
11
17
14
11
5
11
3
10
7
11
11
10
53
70
10
3
13
6
7
30
5
5
872
2700
11
11
11
14
4
25
12
36
11
11
11
13
18
12
12
47
12
5
15
11
11
12
11
12
11
10
10
5
4
11
11
53
65
11
11
22
11
11
53
72
36
13
11
11
21
5
11
14
3
11
585
11
3
5
3
11
4
3
11
8
11
5
11
6
8
36
11
4
11
45
38
47
201
298
11
6
7
10
4
11
61
12
11
10
10
11
12
11
11
11
12
3
4
10
5
36
11
11
4
11
71
13
14
103
69
4
11
11
3
15
12
3
3
13
11
14
11
12
13
40
19
13
11
20
21
11
14
11
13
10
11
6
11
3
11
70
11
3
292
4154
11
20
11
8
11
11
11
6
5
12
5
12
11
5
45
36
11
11
69
11
5
11
3
13
5
11
8
11
5
11
11
3
7
11
11
5
13
11
14
36
36
11
3
94
13
1012
3655
3
11
13
10
14
12
5
11
122
11
11
3
11
157
11
21
13
11
21
4
71
78
4
6
11
15
5
4
38
11
4
63
27
22
30
3
12
21
20
3
11
19
97
5
11
5
70
77
11
11
11
34
11
3
6
5
6
11
11
21
86
11
11
12
12
21
11
3
10
6
4
32
10
3
11
18
14
26
6
3
11
11
13
5
11
11
36
11
7
12
4
11
5
12
11
4
9
12
7
10
11
12
12
11
11
11
5
20
229
93
418
5
12
4
3
10
12
11
11
21
4
10
12
11
14
11
10
6
11
11
5
6
78
36
11
13
12
4
11
28
3
12
3
4
3
13
11
3
6
5
11
3
12
6
13
11
3
4
11
201
201
3
11
72
1659
320
8
58
11
11
4
7
5
11
4
13
11
5
11
69
70
4
10
5
11
15
53
11
13
12
11
13
11
7
3
11
12
11
11
12
11
10
11
3
4
45
5
3
828
19
11
306
339
11
11
13
4
17
22
78
5
28
10
12
18
11
11
12
7
4
11
11
3
11
38
11
12
4
25
4
13
10
13
9
14
15
14
3
11
11
12
5
10
9
20
10
4
11
11
4
11
13
13
11
10
3
12
127
11
11
4
10
21
3
11
89
39
11
78
3
3
12
102
53
58
11
3
95
46
45
52
56
54
12
70
3
12
11
19
13
3
11
7
13
3
3
78
4
11
11
13
11
6
3
1378
1684
369
300
77
4
46
10
11
11
18
11
11
11
8
11
20
11
5
11
3
5
5
11
12
12
6
10
13
13
16
11
11
6
12
11
22
4
11
5
16
11
13
29
6
11
12
3
13
3
11
11
383
7
3
12
36
14
48
4
14
11
4
70
252
14
8
5
11
6
14
11
24
12
61
6
12
11
11
3
14
11
13
12
11
19
11
44
78
11
11
4
12
11
21
27
6
13
11
7
13
7
12
20
11
11
29
4
14
5
11
11
21
9
4
4
5
11
5
5
13
12
44
10
7
6
12
11
4
9
10
10
4
7
3
19
11
7
5
14
6
3
10
11
4
15
11
12
12
6
149
3
224
397
106
11
16
198
70
46
11
3
12
52
16
36
5
11
70
3
11
4
11
17
11
3
18
12
3
13
12
5
4
4
3
8
3
7
11
11
3
12
13
12
16
4
3
11
13
4
12
28
11
5
14
4
11
7
11
12
11
1397
226
238
11
14
11
11
5
12
3
5
18
11
18
12
60
19
11
12
3
19
11
4
4
4
52
78
6
3
12
13
11
11
15
11
12
77
189
11
11
13
3
78
14
19
28
4
7
4
10
12
10
11
12
10
24
10
13
10
4
1299
5935
10
12
11
11
12
9
54
13
11
11
21
4
70
14
14
11
41
39
10
3
14
6
17
11
6
5
3
9
9
12
13
10
11
7
8
4
12
4
3
11
14
4
6
4
4
5
11
2215
4
13
13
4
21
11
11
6
11
11
11
11
7
12
11
4
6
11
12
3
11
13
20
13
22
4
11
39
10
2
10
20
5
69
10
7
12
84
69
3
12
13
7
12
4
11
11
408
10
11
13
7
11
14
18
5
5
4
5
11
10
9
12
11
11
10
5
11
10
11
12
5
3
21
346
11
5
8
4
10
10
30
12
11
11
8
27
29
69
58
11
5
4
12
11
7
4
69
389
246
5
7
6
12
19
9
4
12
4
3
14
36
103
5
3
14
30
9
38
8
12
33
8
8
7
8
42
9
8
9
9
8
9
8
17
25
8
8
8
75
75
9
8
8
9
25
42
33
17
8
8
8
7
17
9
9
8
9
9
16
8
8
9
8
9
9
8
9
9
8
9
8
8
8
9
8
8
8
9
8
8
9
50
9
8
11
67
8
9
8
9
8
17
15
9
17
11
6
11
10
11
11
21
11
11
12
11
10
10
12
10
3
8
10
4
11
3
10
12
11
10
10
11
12
3
12
10
14
4
13
11
11
12
12
5
13
11
12
12
21
38
3
5
11
3
13
11
12
36
11
13
27
36
52
244
111
47
6
10
3
3
11
13
13
12
11
11
17
8
5
11
12
3
2
12
7
7
4
10
4
12
11
11
4
10
15
4
10
10
11
4
12
12
10
5
4
3
11
11
10
11
7
5
10
378
296
329
37
11
4
5
20
5
49
48
122
138
22
8
5
12
13
3
11
4
12
4
10
11
11
11
21
4
10
11
22
14
11
8
13
3
12
5
11
11
21
3
19
13
12
3
12
11
4
22
10
11
12
11
6
11
16
2
3
3
11
5
19
11
30
20
3
11
69
13
3
10
21
13
11
6
12
2
11
3
13
13
3
37
3
11
11
21
32
11
5
11
2
10
9
5
13
5
5
13
2
13
13
21
3
3
122
8
4
4
5
13
11
38
214
13
13
12
5
5
12
3
11
10
6
11
5
11
6
13
3
10
6
11
4
10
10
2
11
11
137
11
12
11
11
3
11
12
5
10
8
10
10
11
10
11
12
24
37
5
557
101
123
11
10
10
11
10
12
11
10
4
53
28
9
7
3
11
13
7
11
12
78
11
5
13
14
4
10
5
11
12
7
10
11
11
3
11
11
4
10
11
5
4
12
3
11
11
17
14
2
727
344
630
27
11
13
3
12
11
4
3
11
78
10
5
11
5
12
45
6
6
78
13
3
5
22
60
38
44
52
3
11
11
11
17
22
11
12
5
11
3
5
11
46
227
10
19
11
13
46
14
11
19
28
11
10
11
5
36
11
18
4
13
12
4
10
11
3
29
50
4
10
10
13
11
15
17
87
12
11
27
88
13
28
79
29
10
12
13
19
3
11
11
11
11
13
3
5
436
138
43
28
4
6
4
3
11
